role,name,location,post_time,description,level,job_type,job_func,industry,url
"2024 Summer Research Science Internship - Canada, PhD Student Science Recruiting",Amazon,"Toronto, Ontario, Canada",2023-08-29,"Description

Are you a PhD student interested in machine learning, natural language processing, computer vision, automated reasoning, or robotics? We are looking for skilled scientists capable of putting theory into practice through experimentation and invention, leveraging science techniques and implementing systems to work on massive datasets in an effort to tackle never-before-solved problems.

A successful candidate will be a self-starter comfortable with ambiguity, strong attention to detail, and the ability to work in a fast-paced, ever-changing environment. As an Applied Science Intern, you will own the design and development of end-to-end systems. You’ll have the opportunity to create technical roadmaps, and drive production level projects that will support Amazon Science. You will work closely with Amazon scientists, and other science interns to develop solutions and deploy them into production. The ideal scientist must have the ability to work with diverse groups of people and cross-functional teams to solve complex business problems.

Amazon Science gives insight into the company’s approach to customer-obsessed scientific innovation. Amazon fundamentally believes that scientific innovation is essential to being the most customer-centric company in the world. It’s the company’s ability to have an impact at scale that allows us to attract some of the brightest minds in artificial intelligence and related fields. Our scientists use our working backwards method to enrich the way we live and work.

To ensure a great internship experience, please keep these things in mind. This is a full time internship and requires an individual to work 40 hours a week for the duration of the internship. Amazon requires an intern to be located where their assigned team is. Amazon is happy to provide relocation and housing assistance if you are located 50 miles or further from the office location.

For more information on the Amazon Science community please visit https://www.amazon.science.

We are open to hiring candidates to work out of one of the following locations:

Toronto, ON, CAN | Vancouver, BC, CAN





Amazon has science internships located in but not limited to Toronto, CAN; Vancouver B.C., CAN.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status. If you would like to request an accommodation, please notify your Recruiter.

- Amazon.com.ca, Inc.

Job ID: A2426884",Internship,Full-time,"Research, Science, and Engineering","IT Services and IT Consulting, Software Development, and Technology, Information and Internet",https://ca.linkedin.com/jobs/view/2024-summer-applied-science-internship-canada-phd-student-science-recruiting-at-amazon-3700078886?refId=2ce3113S%2FY9onJYgU4yGNQ%3D%3D&trackingId=RtnDPAH1hkWBFvjhvHPPlg%3D%3D&position=15&pageNum=10&trk=public_jobs_jserp-result_search-card
Building Envelope Student,PCL Construction,"Toronto, Ontario, Canada",2023-08-30,"Numéro d'identification de la demande : 163819

Aperçu de la position

Acquérir de l'expérience pratique directement liée aux compétences requises pour une carrière à plein temps dans la construction vous intéresse? Dans le cadre de ce stage, vous aurez l'occasion de vous perfectionner et d'apprendre activement des notions sur les postes et fonctions clés au sein de la gestion de la construction.

Nous avons l’ambition de changer les choses, et nous vous offrons la possibilité d'y prendre part grâce à nos projets de construction. Qu'il s'agisse de creuser des tunnels dans les montagnes, de transformer la puissance d’une rivière en énergie ou de construire des ponts qui relient les collectivités, nous devons compter sur une équipe de professionnels passionnés, compétents et soucieux de la sécurité. Vous apportez vos grandes idées, votre engagement pour une qualité supérieure et une éthique de travail inébranlable. En retour, nous vous offrons la possibilité de voyager et de vous accomplir pleinement en participant à la réalisation d'un projet d’envergure de A à Z. Ce n'est pas pour rien que Kiewit attire les meilleurs : nous offrons une excitation et une satisfaction rapides que vous ne trouverez nulle part ailleurs.


Les projets du district de l'Est du Canada comprennent des autoroutes, des ponts, des transports en commun, le développement de sites miniers et des opérations à ciel ouvert, des centrales hydroélectriques, des centrales éoliennes, des barrages et des installations industrielles. Le desservent les industries de la construction et de l'exploitation minière et opère dans l'Est du Canada.


L'une des nombreuses choses qui rendent la culture de Kiewit unique est que nous allons là où le travail se trouve, ce qui expose votre carrière à de nombreuses opportunités.

Cette opportunité soutiendra des projets à travers le pays dans des grandes villes et des petites villes. Le lieu d'affectation sera déterminé à l'approche de votre date de début de stage.

Il y a plusieurs stages disponibles à Ottawa, Oakville, Kingston, Toronto, Laval et plus encore!


Les stagiaires auront la chance de travailler dans une équipe dynamique sous la direction d’ingénieurs d’expérience. Vous pouvez être appelées à réaliser diverses tâches d’ingénierie et de gestion de la construction. L’incombant sera placé dans l’un des trois secteurs : Stagiaire de bureau, stagiaire sur le terrain et stagiaire en estimation.

Vous serez chargé(e) des tâches suivantes:",Internship,Internship,Education and Training,Construction and Civil Engineering,https://ca.linkedin.com/jobs/view/stagiaire-en-g%C3%A9nie-eastern-canada-district-automne-2023-at-kiewit-3665622114?refId=2ce3113S%2FY9onJYgU4yGNQ%3D%3D&trackingId=aDRwhV7ZsMjlOjR5db%2BilA%3D%3D&position=16&pageNum=10&trk=public_jobs_jserp-result_search-card
May 2024 - Assurance CPA - Summer Intern- 4 month - Ottawa,PwC Canada,"Ottawa, Ontario, Canada",2023-08-21,,,,,,https://ca.linkedin.com/jobs/view/intern-wholesaling-team-winter-2024-at-ig-wealth-management-3696931297?refId=2ce3113S%2FY9onJYgU4yGNQ%3D%3D&trackingId=kd0M85kVDcm43P9GPH8v%2BQ%3D%3D&position=17&pageNum=10&trk=public_jobs_jserp-result_search-card
"Law/Legal Internship in Delhi, Shahdara at Sidhant Dhingra And Associates",Sidhant Dhingra And Associates,"Delhi, Ontario, Canada",2023-08-29,"At Trane TechnologiesTM and through our businesses including Trane® and Thermo King®, we create innovative climate solutions for buildings, homes, and transportation that challenge what’s possible for a sustainable world. We're a team that dares to look at the world's challenges and see impactful possibilities. We believe in a better future when we uplift others and enable our people to thrive at work and at home. We boldly go.


Trane Technologies’, the global leader in innovative climate solutions, hands on summer internship allows participants to explore a career in Sales Engineering through the following:



Our award-winning internship program provides you the opportunity to learn more about us while you collaborate with peers across North America. As a Sales Engineer Intern you may experience or gain exposure to:





We offer competitive compensation and comprehensive benefits and programs. We are an equal opportunity employer; all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, pregnancy, age, marital status, disability, status as a protected veteran, or any legally protected status.",Internship,Full-time,Sales and Business Development,Industrial Machinery Manufacturing,https://ca.linkedin.com/jobs/view/2024-sales-engineer-intern-service-at-trane-technologies-3703194040?refId=2ce3113S%2FY9onJYgU4yGNQ%3D%3D&trackingId=FOiauoua7GPLav8aw7nYWQ%3D%3D&position=18&pageNum=10&trk=public_jobs_jserp-result_search-card
"Intern, Tax & Estate Planning Department (Winter 2024)",Mackenzie Investments,"Toronto, Ontario, Canada",2023-08-21,"Job Location

North York

Job Description

P&G interns establish face-to-face relationships with our most important customers; build groundbreaking databases; work on national marketing campaigns; and more. All before they graduate. All from Day 1. Join us, and you, too, can play a role in innovative and meaningful work that helps bring our leading brands to life.Roles are based out of our Toronto, Ontario Headquarters. Through the application process, you will have an opportunity to select the function(s) you are interested in being evaluated for, along with the work term that is right for you!

4 MONTH WORK TERMS


As a Sales Co-op/Intern you can expect to:



As a Brand Co-op/Intern you can expect to:



As a Finance Co-op/Intern you can expect to:



As a Supply Chain Co-op/Intern you can expect to:


8 or 12 MONTH WORK TERMS


As an IT Co-op/Intern you can expect to:


What’s In It For YOU?


Here’s a Sneak Peek Into Our Benefits & Perks! You may receive:




How To Apply

Apply on www.pgcareers.com and complete both your . We will be reviewing applications on a rolling basis from October. We encourage you to review the information here for details on what to expect and our hiring process.


If your skills match our requirements, you will be asked to complete an online assessment(s). Please review our Assessment Prep Video and Assessment Overview for more information on how to prepare. Assessment scores are valid for 12 months; to apply previous scores please click on the assessment link(s). If your score has expired, you will be prompted to re-write the assessments.

Additional Information

We are an equal opportunity employer and value diversity at our company.


If you require a disability related accommodation in order to participate in the recruitment process, please click here to submit your request. : 1) submit your request, 2) complete the Peak Performance Assessment (not timed), 3) do not complete the Interactive Assessment until you have been contacted by Canada Talent Acquisition for documentation verification. Thank you in advance for your patience.


It is the applicant’s responsibility to ensure they are authorized to work in the location to which they apply.


P&G serves nearly five billion people around the world and has the strongest portfolio of trusted, quality, leadership brands, including Tide®, Pantene®, Pampers®, Gillette®, and Old Spice®. Join us to grow your skills as a world-class leader! P&G Canada is a LinkedIn Top Company in Canada (2023) an accredited Indigenous Employer of Choice (2022) and has been named one of Canada’s Best Diversity Employers (2023), Canada's Top 100 Employers (2023), Top Employers for Canadians Over 40 (2023), Canada's Top Employers for Young People (2023) and Greater Toronto's Top Employers (2023)!


Full time


R000088538


Experienced Professionals (Job Segmentation)",Not Applicable,Full-time,Education and Training,Manufacturing,https://ca.linkedin.com/jobs/view/indigenous-student-internship-co-op-jan-or-may-2024-at-procter-gamble-3704305039?refId=2ce3113S%2FY9onJYgU4yGNQ%3D%3D&trackingId=e9dF%2Bc72dOshB5VWwGz2%2BQ%3D%3D&position=19&pageNum=10&trk=public_jobs_jserp-result_search-card
Co-op Student - Transportation Infrastructure Design,Stantec,"Markham, Ontario, Canada",2023-07-04,,,,,,https://ca.linkedin.com/jobs/view/intern-forensics-winter-2024-at-grant-thornton-llp-canada-3701362532?refId=2ce3113S%2FY9onJYgU4yGNQ%3D%3D&trackingId=g4lbQXvQns%2FR4T9UM66DVg%3D%3D&position=20&pageNum=10&trk=public_jobs_jserp-result_search-card
Intern – Mechanical Building Systems – BAC,BPA,"Ottawa, Ontario, Canada",2023-05-16,"Date Posted:

2023-08-28

Country:

Canada


LOC13055 1801Courtney Park Drive,Mississauga,Ontario,L5T 1J3,Canada


Unspecified


At Pratt & Whitney, we believe that powered flight has transformed and will continue to transform the world. That's why we work with an explorer's heart and a perfectionist’s grit to design, build, and service world's most advanced aircraft engines. We do this across a diverse portfolio including Commercial Engines, Military Engines, Business Aviation, General Aviation, Regional Aviation, and Helicopter Aviation and as a way of turning possibilities into realities for our customers. This is how we at Pratt & Whitney approach our work, and this is why we are inspired to go beyond.

Whether you are currently pursuing a diploma, a bachelor’s or master's degree, we can help you harness your potential, advance your skills and make the impossible a reality. If you are currently enrolled in a Canadian university, now is the moment to start a career path that can drive impact and innovation for generations to come.

At Pratt & Whitney, the difference you make is on display every day. Just look up. Are you ready to go beyond?

: January 8th to April 26th

Check out our YouTube channel: https://www.youtube.com/@PrattWhitneyCa

Our website: https://www.pwc.ca/en


We are looking for a dynamic, curious, and passionate person focused on results, teamwork, and continuous improvement to complement our Quality team. If you can work independently and are eager to learn and contribute, we invite you to apply.


Support PWC Engine Centre Quality Team at Plant 22 Mississauga:


Learning opportunities within department:











The masculine pronoun is used without discrimination and solely for the purpose of making the text easier to read. P&WC is an equal opportunities employer, seeking to promote diversity and inclusion. We will consider applications from all qualified candidates, regardless of their race, colour, religion, sexual orientation, gender, nationality, age, disability, veteran status or any other status protected by law.

Please note that licenses, permits, certifications or other types or authorizations could be required if the position requires access to controlled data or data subject to any applicable rule or regulation.



Click on this link to read the Policy and Terms",Entry level,Full-time,Engineering and Information Technology,Airlines and Aviation,https://ca.linkedin.com/jobs/view/coop-winter-2024-quality-engineering-at-pratt-whitney-canada-3700081657?refId=2ce3113S%2FY9onJYgU4yGNQ%3D%3D&trackingId=ShvUXWYFn78hhEoeXT4%2FNw%3D%3D&position=21&pageNum=10&trk=public_jobs_jserp-result_search-card
Intern Researcher - Formal Methods,"Huawei Technologies Canada Co., Ltd.","Waterloo, Ontario, Canada",2023-03-29,"Putting people first, every day

BDO is a firm built on a foundation of positive relationships with our people and our clients. Each day, our professionals provide exceptional service, helping clients with advice and insight they can trust. In turn, we offer an award-winning environment that fosters a people-first culture with a high priority on your personal and professional growth.


Our office is looking for a to join the from and own the following responsibilities:







At BDO, we’re committed to the success of students pursuing their CPA designation. We provide pre-approved programs across our 100+ offices, mentorship and support, reimbursement of exam fees, enrollment in Canada’s leading CFE prep course, and flexible options for study leave in order for you to be successful.


Our people-first approach to talent has earned us a spot among Canada’s Top 100 Employers for 2023. This recognition is a milestone we’re thrilled to add to our collection of awards for both experienced and student talent experiences.

Our firm is committed to providing an environment where you can be successful in the following ways:


Where company meets community. BDO is actively involved in our communities by supporting local charity initiatives. We support staff with local and national events where you will be given the opportunity to contribute to your community.

We pay for performance with competitive total cash compensation that recognizes and rewards your contribution. We provide flexible benefits from day one, and a market leading personal time off policy. We are committed to supporting your overall wellness beyond working hours and provide reimbursement for wellness initiatives that fit your lifestyle.

We believe every employee should have the opportunity to participate and succeed. Through leadership by our Chief Inclusion and Diversity Officer, we are committed to a workplace culture of respect, inclusion, and diversity. We recognize and celebrate the valuable differences among each of us, including race, religious beliefs, physical or mental disabilities, age, place of origin, marital status, family status, gender or gender identity and sexual orientation. If you require accommodation to complete the application process, please contact us.

All BDO personnel are expected to spend some of their time working in the office, at the client site, and virtually unless accommodations or alternative work arrangements are in place.

Our model is a blended approach designed to support the flexible needs of our people, the firm and our clients. It’s about creating work experiences that meet everyone’s needs and providing flexibility to adjust when, where and how we work to meet the expectations of our role.

Click “Apply now” to send your up-to-date resume to one of our Talent Acquisition Specialists.

careers page.",Internship,Internship,Education and Training,Financial Services,https://ca.linkedin.com/jobs/view/co-op-intern-canadian-tax-services-january-2024-at-bdo-canada-3706132408?refId=2ce3113S%2FY9onJYgU4yGNQ%3D%3D&trackingId=hQ%2BvyK7zXosQhLs9lVeUSw%3D%3D&position=22&pageNum=10&trk=public_jobs_jserp-result_search-card
2024 Construction Project Management Intern,Trane Technologies,"Markham, Ontario, Canada",2023-08-07,,,,,,https://ca.linkedin.com/jobs/view/2024-sales-engineer-intern-controls-at-trane-technologies-3703187826?refId=2ce3113S%2FY9onJYgU4yGNQ%3D%3D&trackingId=wbRRs46%2FqXwY7zNqm%2BHOPw%3D%3D&position=23&pageNum=10&trk=public_jobs_jserp-result_search-card
Dairy Sales Intern,Cargill,"Woodstock, Ontario, Canada",2023-08-17,"Position: Service Router Platform Test Dev Student

Duration: 4 months+

Start Date: Jan 2024

Location: Onsite


We are a B2B technology innovation leader pioneering the future where networks meet cloud.

At Nokia you will have a positive impact on people’s lives and help build the capabilities needed for a more productive, sustainable, and accessible world.

Be part of a culture built on an inclusive way of working where we are open to your ideas, you are empowered to take risks and are encouraged to be fearless in bringing your authentic self to work.



The pandemic has highlighted how important telecoms networks are to society. Nokia’s Network Infrastructure group is at the heart of a revolution to bring more and faster network capacity to people worldwide through our ambition, innovation, and technical expertise.


Currently a candidate for a bachelor’s degree or diploma in Electrical Engineering, Computer Engineering, Software Engineering, Computer Science, or a related field with an accredited school in Canada.


As part of our team, you will:



You have:



Nokia offers flexible and hybrid working schemes, continuous learning opportunities, well-being programs to support you mentally and physically, opportunities to join and get supported by employee resource groups, mentoring programs and highly diverse teams with an inclusive culture where people thrive and are empowered.

Company Culture: We believe our people are our greatest asset, and we aim to foster a fun, challenging, positive, and inclusive work environment. We offer 1-on-1 mentorship, learning and development opportunities, global impact and interaction, and flexible work/life balance.

Meaningful Co-op/Internship: During your placement, you will be able to test the latest technologies and work on innovative projects that could leave a global impact. You get to use skills learned in the classroom and apply them to real-world situations while gaining professional hands-on experience


Nokia has received the following recognitions for its commitment to inclusion & equality:


At Nokia, we act inclusively and respect the uniqueness of people.

Nokia’s employment decisions are made regardless of race, color, national or ethnic origin, religion, gender, sexual orientation, gender identity or expression, age, marital status, disability, protected veteran status or other characteristics protected by law.

We are committed to a culture of inclusion built upon our core value of respect.

Join us and be part of a company where you will feel included and empowered to succeed.



Trainee - Trainee


North Americas-Canada-Ontario-Ottawa


Full-time",Not Applicable,Full-time,Other,IT Services and IT Consulting and Telecommunications,https://ca.linkedin.com/jobs/view/service-router-platform-test-dev-student-at-nokia-3664028296?refId=2ce3113S%2FY9onJYgU4yGNQ%3D%3D&trackingId=grZB2iyfnHyFkscKjFVw0w%3D%3D&position=24&pageNum=10&trk=public_jobs_jserp-result_search-card
"Co-op/Intern, Canadian Tax Services (January 2024)",BDO Canada,"Collingwood, Ontario, Canada",2023-08-29,"At Trane TechnologiesTM and through our businesses including Trane® and Thermo King®, we create innovative climate solutions for buildings, homes, and transportation that challenge what’s possible for a sustainable world. We're a team that dares to look at the world's challenges and see impactful possibilities. We believe in a better future when we uplift others and enable our people to thrive at work and at home. We boldly go.


Trane Technologies’, the global leader in innovative climate solutions, hands on summer internship allows participants to explore a career in Sales Engineering through the following:



Our award-winning internship program provides you the opportunity to learn more about us while you collaborate with peers across North America. As a Sales Engineer Intern you may experience or gain exposure to:






We are an equal opportunity employer; all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, pregnancy, age, marital status, disability, status as a protected veteran, or any legally protected status.

We offer competitive compensation and comprehensive benefits and programs. We are an equal opportunity employer; all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, pregnancy, age, marital status, disability, status as a protected veteran, or any legally protected status.",Internship,Full-time,Sales and Business Development,Industrial Machinery Manufacturing,https://ca.linkedin.com/jobs/view/2024-sales-engineer-intern-equipment-at-trane-technologies-3703189595?refId=2ce3113S%2FY9onJYgU4yGNQ%3D%3D&trackingId=EKOsri9mFn%2FUTDMHpLvzRQ%3D%3D&position=25&pageNum=10&trk=public_jobs_jserp-result_search-card
"Co-op/Intern, Canadian Tax Services (January 2024)",BDO Canada,"Huntsville, Ontario, Canada",2023-08-29,"At Trane TechnologiesTM and through our businesses including Trane® and Thermo King®, we create innovative climate solutions for buildings, homes, and transportation that challenge what’s possible for a sustainable world. We're a team that dares to look at the world's challenges and see impactful possibilities. We believe in a better future when we uplift others and enable our people to thrive at work and at home. We boldly go.




Our award-winning internship program provides you the opportunity to learn more about us while you collaborate with peers across North America. As a Sales Engineer Intern you may experience or gain exposure to:






We offer competitive compensation and comprehensive benefits and programs. We are an equal opportunity employer; all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, pregnancy, age, marital status, disability, status as a protected veteran, or any legally protected status.",Internship,Full-time,Sales and Business Development,Industrial Machinery Manufacturing,https://ca.linkedin.com/jobs/view/2024-sales-engineer-intern-equipment-at-trane-technologies-3703186939?refId=cQVveAjGKrYqFxOExQXwkw%3D%3D&trackingId=g7n907D%2Brw8rd70IBCVEKg%3D%3D&position=1&pageNum=11&trk=public_jobs_jserp-result_search-card
"Stagiaire, Technician, Carling (Automne 2023) / Internship, Service Technician Trainee, Carling (Fall 2023)",Tesla,"Ottawa, Ontario, Canada",2023-07-25,"At Trane TechnologiesTM and through our businesses including Trane® and Thermo King®, we create innovative climate solutions for buildings, homes, and transportation that challenge what’s possible for a sustainable world. We're a team that dares to look at the world's challenges and see impactful possibilities. We believe in a better future when we uplift others and enable our people to thrive at work and at home. We boldly go.


Trane Technologies’, the global leader in innovative climate solutions, hands on summer internship allows participants to explore a career in Sales Engineering through the following:



Our award-winning internship program provides you the opportunity to learn more about us while you collaborate with peers across North America. As a Sales Engineer Intern you may experience or gain exposure to:





We offer competitive compensation and comprehensive benefits and programs. We are an equal opportunity employer; all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, pregnancy, age, marital status, disability, status as a protected veteran, or any legally protected status.",Internship,Full-time,Sales and Business Development,Industrial Machinery Manufacturing,https://ca.linkedin.com/jobs/view/2024-sales-engineer-intern-equipment-at-trane-technologies-3703192075?refId=cQVveAjGKrYqFxOExQXwkw%3D%3D&trackingId=zueM69Dea%2F0YnD9FY%2FiMpA%3D%3D&position=2&pageNum=11&trk=public_jobs_jserp-result_search-card
"Co-op/Intern, Canadian Tax Services (January 2024)",BDO Canada,"Owen Sound, Ontario, Canada",2023-08-29,"Putting people first, every day

BDO is a firm built on a foundation of positive relationships with our people and our clients. Each day, our professionals provide exceptional service, helping clients with advice and insight they can trust. In turn, we offer an award-winning environment that fosters a people-first culture with a high priority on your personal and professional growth.


Our office is looking for a to join the from and own the following responsibilities:







At BDO, we’re committed to the success of students pursuing their CPA designation. We provide pre-approved programs across our 100+ offices, mentorship and support, reimbursement of exam fees, enrollment in Canada’s leading CFE prep course, and flexible options for study leave in order for you to be successful.


Our people-first approach to talent has earned us a spot among Canada’s Top 100 Employers for 2023. This recognition is a milestone we’re thrilled to add to our collection of awards for both experienced and student talent experiences.

Our firm is committed to providing an environment where you can be successful in the following ways:


Where company meets community. BDO is actively involved in our communities by supporting local charity initiatives. We support staff with local and national events where you will be given the opportunity to contribute to your community.

We pay for performance with competitive total cash compensation that recognizes and rewards your contribution. We provide flexible benefits from day one, and a market leading personal time off policy. We are committed to supporting your overall wellness beyond working hours and provide reimbursement for wellness initiatives that fit your lifestyle.

We believe every employee should have the opportunity to participate and succeed. Through leadership by our Chief Inclusion and Diversity Officer, we are committed to a workplace culture of respect, inclusion, and diversity. We recognize and celebrate the valuable differences among each of us, including race, religious beliefs, physical or mental disabilities, age, place of origin, marital status, family status, gender or gender identity and sexual orientation. If you require accommodation to complete the application process, please contact us.

All BDO personnel are expected to spend some of their time working in the office, at the client site, and virtually unless accommodations or alternative work arrangements are in place.

Our model is a blended approach designed to support the flexible needs of our people, the firm and our clients. It’s about creating work experiences that meet everyone’s needs and providing flexibility to adjust when, where and how we work to meet the expectations of our role.

Click “Apply now” to send your up-to-date resume to one of our Talent Acquisition Specialists.

careers page.",Internship,Internship,Education and Training,Financial Services,https://ca.linkedin.com/jobs/view/co-op-intern-canadian-tax-services-january-2024-at-bdo-canada-3704189378?refId=cQVveAjGKrYqFxOExQXwkw%3D%3D&trackingId=MEXA4YYU8qatpx5UwVPS%2FA%3D%3D&position=3&pageNum=11&trk=public_jobs_jserp-result_search-card
Stagiaire en Génie - Eastern Canada District - automne 2023,Kiewit,"Oakville, Ontario, Canada",2023-08-29,"Nous veillons chaque jour à faire de nos employés notre priorité

Chez BDO, les relations positives avec nos gens et nos clients sont fondamentales. Chaque jour, nos professionnels offrent à nos clients un service exceptionnel, ainsi que des conseils et des observations auxquels ils peuvent se fier. En contrepartie, nous offrons à nos employés un milieu de travail primé qui les met à l’avant-plan et qui fait de leur croissance personnelle et de leur perfectionnement professionnel une priorité.


Notre bureau d' recherche pour son équipe de . Il s’agit d’un mandat qui s’échelonnera et qui comporte les responsabilités suivantes :






Chez BDO, nous avons à cœur d’assurer la réussite des étudiants qui sont candidats au titre de CPA. Nous offrons des programmes préapprouvés dans plus de cent bureaux, du mentorat et du soutien, le remboursement des frais de scolarité, l’inscription au meilleur cours préparatoire à l’EFC au Canada et des options flexibles en matière de congé d’études pour favoriser leur réussite.


Notre approche de l’expérience talent qui met les gens à l’avant-plan nous a fait gagner une place parmi les cent meilleurs employeurs du Canada pour l’année 2023. Nous sommes heureux d’ajouter cette reconnaissance, qui constitue une étape importante, aux prix que nous avons déjà remportés en lien avec l’expérience talent à la fois auprès d’employés chevronnés et d’étudiants.

Notre cabinet s’engage à offrir à ses employés un environnement où ils pourront atteindre le succès des façons suivantes :


: Notre cabinet se préoccupe de ses collectivités. BDO s’engage activement auprès des collectivités en appuyant des initiatives caritatives locales. Nous aidons les membres de notre personnel à contribuer au bien-être de leur collectivité grâce à l’organisation d’événements locaux et nationaux.

: nous rétribuons le rendement au moyen d’une rémunération globale en argent concurrentielle qui reconnaît et récompense la contribution de nos employés. Nous offrons des avantages flexibles dès l’embauche ainsi qu’une politique de congés personnels sans pareille sur le marché. Nous sommes engagés à soutenir le mieux-être de notre personnel au-delà du travail et nous remboursons donc certaines initiatives de bien-être correspondant à leur style de vie.

BDO estime que chaque employé doit avoir l’occasion de participer et de réussir sans obstacle. Grâce au leadership démontré par notre Chef de la diversité, de l’équité et de l’inclusion, nous nous engageons à créer un milieu de travail qui promeut le respect, la diversité, l’équité et l’inclusion. Nous reconnaissons et chérissons le fait que chaque employé est unique, notamment au chapitre de la race, de la religion, des aptitudes physiques et mentales, de l’âge, l’origine ethnique, de la situation de famille, du genre ou de l’identité de genre et de l’orientation sexuelle. Si vous avez besoin d’aide pour postuler, veuillez communiquer avec nous.

On s’attend à ce que tout le personnel de BDO passe une partie de son temps à travailler au bureau, chez le client et virtuellement, à moins que des mesures d’adaptation ou d’autres modalités de travail ne soient en place.

Notre modèle est une approche mixte conçue pour répondre aux besoins flexibles de nos employés, du cabinet et de nos clients. Il s’agit de créer des expériences de travail qui répondent aux besoins de chacun et d’offrir la flexibilité nécessaire pour s’adapter quand, où et comment nous travaillons afin de répondre aux attentes de notre rôle.

est un puissant facteur de distinction et fait partie intégrante de la stratégie de notre cabinet. Nos valeurs, incarnées par nos gens et intégrées à nos activités, orientent notre travail quotidien. Elles nous incitent à consolider nos relations avec nos clients et à établir un milieu de travail inclusif qui favorise la collaboration et l’innovation. Cliquez ici pour en savoir davantage.

Cliquez sur « Postuler » pour envoyer votre curriculum vitæ à l’un de nos spécialistes en recrutement de talents.

Carrières.",Internship,Full-time,Education and Training,Financial Services,https://ca.linkedin.com/jobs/view/stagiaire-ou-co-op-certification-hiver-2024-at-bdo-canada-3701388205?refId=cQVveAjGKrYqFxOExQXwkw%3D%3D&trackingId=Gv%2BO%2BpSPSOw%2Bb53XdaF1xQ%3D%3D&position=4&pageNum=11&trk=public_jobs_jserp-result_search-card
