role,name,location,post_time,description,level,job_type,job_func,industry,url
2024 Sales Engineer Intern - Equipment,Trane Technologies,"Calgary, Alberta, Canada",2023-08-07,"At Trane TechnologiesTM and through our businesses including Trane® and Thermo King®, we create innovative climate solutions for buildings, homes, and transportation that challenge what’s possible for a sustainable world. We're a team that dares to look at the world's challenges and see impactful possibilities. We believe in a better future when we uplift others and enable our people to thrive at work and at home. We boldly go.


Trane Technologies’, the global leader in innovative climate solutions, hands on summer internship allows participants to explore a career in Sales Engineering through the following:



Our award-winning internship program provides you the opportunity to learn more about us while you collaborate with peers across North America. As a Sales Engineer Intern you may experience or gain exposure to:





We offer competitive compensation and comprehensive benefits and programs. We are an equal opportunity employer; all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, pregnancy, age, marital status, disability, status as a protected veteran, or any legally protected status.",Internship,Full-time,Sales and Business Development,Industrial Machinery Manufacturing,https://ca.linkedin.com/jobs/view/2024-sales-engineer-intern-equipment-at-trane-technologies-3703187849?refId=KL5ojyLxVbd6Z7xCaM0wMQ%3D%3D&trackingId=aZwg%2FH3qZmV5zwqn%2BA1zbQ%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card
Kearl Environment and Regulatory Student - Jan 2024,Imperial Oil,"Alberta, Canada",2023-08-31,"At Imperial, we work every day to responsibly develop Canada’s energy resources – applying technology and innovation to supply affordable, accessible and reliable energy while reducing emissions in support of a net-zero future. Imperial recognizes the important role we can play by advancing climate solutions within our operations and by providing lower life-cycle emission products to our customers. This effort is powered by a unique and diverse workforce fueled by a pride in what we do and what we stand for.

The success of our upstream, downstream and chemical, and corporate divisions is the result of the talent, curiosity and drive of our people. They bring solutions every day to optimize our strategy in energy, chemicals, lubricants and lower-emissions technologies.

At Imperial, we want you to come for the position and stay for the career. We invite you to bring your ideas and help create sustainable solutions that improve quality of life and meet society’s evolving needs.

Come be part of the Upstream Department at Imperial which has more than 140 year history in Canada and a workforce of 5,500+ total employees. Our offices are located in Kearl, AB


The Kearl Environment & Regulatory Student is responsible to provide support to the on-site Kearl E&R Team. The Kearl E&R Team manages environmental and regulatory compliance programs at Kearl for all environmental aspects, i.e. air, water, wildlife, waste, incidents. This is a field-based position, with a fourteen-days-on and fourteen-days-off rotation. Food and accommodation will be provided while on-site, and travel will be provided from hubs located in Calgary or Edmonton. The anticipated start date for this position is 9 January 2024, and is a 12 month term.


The Kearl Environment and Regulatory Student will work as part of the on-site Kearl E&R Team. Primary job duties include assisting the Kearl Field E&R Advisors with management of environmental programs, response to environmental incidents, and providing environment and regulatory support to the Operation. This position reports to the Kearl Environment and Regulatory (E&R) and Emergency Preparedness and Response (EP&R) Supervisor in Calgary.






January , 2024

Kearl, AB

: 12 months



September 17, 2023


Learn more at our

Follow us on

Follow us on

Like us on

Subscribe to our channel

Imperial is an Equal Opportunity Employer. Imperial is committed to providing equitable treatment and equal opportunity to all individuals and encourages all eligible applicants to apply.

Imperial conducts business in a manner that respects the land, environment, rights and cultures of Indigenous communities. In the areas where we explore, develop and operate, Imperial engages Indigenous communities in open and forthright consultation and strives to establish meaningful relationships built on mutual trust and respect. Please see here for more information on Imperial’s Indigenous Relations Guiding Principles and Guidelines.

Imperial is committed to supporting persons with disabilities throughout the recruitment process. We will work with qualified applicants to provide reasonable accommodation upon request at .


All applicants who receive an offer of employment must be eligible to work in Canada on a regular full-time basis without restrictions on their start date. Proof of eligibility shall be in the form of a Canadian birth certificate, Canadian passport, Canadian citizenship certificate, Canadian certificate of permanent residence, Canadian open work permit or receipt from Immigration Canada of an application for a post-graduate work permit.

Proof of eligibility must be current and valid (not expired, cancelled or voided). Proof of eligibility will be required if an offer of employment is made. Failure to provide proof of eligibility at least six (6) weeks prior to the start date may result in the offer of employment being rescinded.",Internship,Full-time,Other,Oil and Gas,https://ca.linkedin.com/jobs/view/kearl-environment-and-regulatory-student-jan-2024-at-imperial-oil-3706716557?refId=KL5ojyLxVbd6Z7xCaM0wMQ%3D%3D&trackingId=osHhI6LG%2FJL2tdd6SnD7%2Bw%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card
Kearl Environment and Regulatory Student - Jan 2024,ExxonMobil,"Alberta, Canada",2023-08-31,"At Imperial, we work every day to responsibly develop Canada’s energy resources – applying technology and innovation to supply affordable, accessible and reliable energy while reducing emissions in support of a net-zero future. Imperial recognizes the important role we can play by advancing climate solutions within our operations and by providing lower life-cycle emission products to our customers. This effort is powered by a unique and diverse workforce fueled by a pride in what we do and what we stand for.

The success of our upstream, downstream and chemical, and corporate divisions is the result of the talent, curiosity and drive of our people. They bring solutions every day to optimize our strategy in energy, chemicals, lubricants and lower-emissions technologies.

At Imperial, we want you to come for the position and stay for the career. We invite you to bring your ideas and help create sustainable solutions that improve quality of life and meet society’s evolving needs.

Come be part of the Upstream Department at Imperial which has more than 140 year history in Canada and a workforce of 5,500+ total employees. Our offices are located in Kearl, AB


The Kearl Environment & Regulatory Student is responsible to provide support to the on-site Kearl E&R Team. The Kearl E&R Team manages environmental and regulatory compliance programs at Kearl for all environmental aspects, i.e. air, water, wildlife, waste, incidents. This is a field-based position, with a fourteen-days-on and fourteen-days-off rotation. Food and accommodation will be provided while on-site, and travel will be provided from hubs located in Calgary or Edmonton. The anticipated start date for this position is 9 January 2024, and is a 12 month term.


The Kearl Environment and Regulatory Student will work as part of the on-site Kearl E&R Team. Primary job duties include assisting the Kearl Field E&R Advisors with management of environmental programs, response to environmental incidents, and providing environment and regulatory support to the Operation. This position reports to the Kearl Environment and Regulatory (E&R) and Emergency Preparedness and Response (EP&R) Supervisor in Calgary.






January , 2024

Kearl, AB

: 12 months



September 17, 2023


Learn more at our

Follow us on

Follow us on

Like us on

Subscribe to our channel

Imperial is an Equal Opportunity Employer. Imperial is committed to providing equitable treatment and equal opportunity to all individuals and encourages all eligible applicants to apply.

Imperial conducts business in a manner that respects the land, environment, rights and cultures of Indigenous communities. In the areas where we explore, develop and operate, Imperial engages Indigenous communities in open and forthright consultation and strives to establish meaningful relationships built on mutual trust and respect. Please see here for more information on Imperial’s Indigenous Relations Guiding Principles and Guidelines.

Imperial is committed to supporting persons with disabilities throughout the recruitment process. We will work with qualified applicants to provide reasonable accommodation upon request at Recruiting.Services.12@exxonmobil.com .


All applicants who receive an offer of employment must be eligible to work in Canada on a regular full-time basis without restrictions on their start date. Proof of eligibility shall be in the form of a Canadian birth certificate, Canadian passport, Canadian citizenship certificate, Canadian certificate of permanent residence, Canadian open work permit or receipt from Immigration Canada of an application for a post-graduate work permit.

Proof of eligibility must be current and valid (not expired, cancelled or voided). Proof of eligibility will be required if an offer of employment is made. Failure to provide proof of eligibility at least six (6) weeks prior to the start date may result in the offer of employment being rescinded.",Internship,Internship,Other,Oil and Gas,https://ca.linkedin.com/jobs/view/kearl-environment-and-regulatory-student-jan-2024-at-exxonmobil-3706716934?refId=KL5ojyLxVbd6Z7xCaM0wMQ%3D%3D&trackingId=5b1wSI9VAtQdrEeSKOOAHg%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card
Outside Sales Internship - Summer 2024,Uline,"St Albert, Alberta, Canada",2023-09-03,"Outside Sales Internship

Paid Internship - Summer 2024

St. Albert, Alberta


Are you a college student looking to launch your sales career? Then you belong at Uline! As an Outside Sales Intern, you’ll spend your summer working side-by-side with an incredible team supported by the best training, tools and products to win in the field every day. Uline continues to grow, creating new career opportunities and job stability you can count on. It’s an exciting time to join Uline!








Uline is North America's leading distributor of shipping, industrial and packaging materials. We're a family-owned company known for incredible service, quality products and same-day shipping of our huge in-stock inventory. With over 9,000 employees across 13 branch locations and 15 sales offices, it's time you joined Uline.

Uline is proud to operate as a drug-free workplace.

Uline is an Equal Opportunity Employer

(#IN-EDMIN)

Our employees make the difference and we are committed to offering exceptional benefits and perks! Explore Uline.jobs to learn more!",Not Applicable,Full-time,Sales and Business Development,"Advertising Services, Packaging and Containers Manufacturing, and Retail Office Equipment",https://ca.linkedin.com/jobs/view/outside-sales-internship-summer-2024-at-uline-3710002775?refId=CXJCtU68tS5%2BtVshXkzIqg%3D%3D&trackingId=R0XKjXYztAqFiRgVUSZpdA%3D%3D&position=1&pageNum=2&trk=public_jobs_jserp-result_search-card
Outside Sales Internship - Summer 2024,Uline,"St Albert, Alberta, Canada",2023-09-02,,,,,,https://ca.linkedin.com/jobs/view/outside-sales-internship-summer-2024-at-uline-3708450857?refId=CXJCtU68tS5%2BtVshXkzIqg%3D%3D&trackingId=T7aNPhS9DNP1dO7m7oj9vA%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card
Outside Sales Internship - Summer 2024,Uline,"Spruce Grove, Alberta, Canada",2023-08-30,"Outside Sales Internship

Paid Internship - Summer 2024

St. Albert, Alberta


Are you a college student looking to launch your sales career? Then you belong at Uline! As an Outside Sales Intern, you’ll spend your summer working side-by-side with an incredible team supported by the best training, tools and products to win in the field every day. Uline continues to grow, creating new career opportunities and job stability you can count on. It’s an exciting time to join Uline!








Uline is North America's leading distributor of shipping, industrial and packaging materials. We're a family-owned company known for incredible service, quality products and same-day shipping of our huge in-stock inventory. With over 9,000 employees across 13 branch locations and 15 sales offices, it's time you joined Uline.

Uline is proud to operate as a drug-free workplace.

Uline is an Equal Opportunity Employer

(#IN-EDMIN)

Our employees make the difference and we are committed to offering exceptional benefits and perks! Explore Uline.jobs to learn more!",Not Applicable,Full-time,Sales and Business Development,"Advertising Services, Packaging and Containers Manufacturing, and Retail Office Equipment",https://ca.linkedin.com/jobs/view/outside-sales-internship-summer-2024-at-uline-3708454444?refId=CXJCtU68tS5%2BtVshXkzIqg%3D%3D&trackingId=r2U32GKX3PrKpTWO0fPJlQ%3D%3D&position=3&pageNum=2&trk=public_jobs_jserp-result_search-card
Veterinary Extern - General Practice,NVA Canada,"Sherwood Park, Alberta, Canada",2023-08-24,"An externship experience at an NVA hospital will give students the unique opportunity to understand the day-to-day operations of the practice, and to gain valuable hands-on clinical experience. Although every NVA hospital is unique, we all have some things in common: an environment that is supportive, committed to excellent medicine, and provides exceptional service to animals and the people who love them.

Students will work closely with the supervising Associate Veterinarians to gain experience in gathering patient histories, performing physical exams, creation of treatment plans, diagnostics, dentistry services, observing/assisting or performing surgical procedures, and medical management of patients. In addition to practicing their clinical skills, student externs will have the opportunity to practice their communication skills with the medical team, support staff, and clients.

Most externship experiences range from two to eight weeks depending on student and hospital schedules. All veterinary students (regardless of class year) are encouraged to participate in NVA externships.

Veterinary students who are in the clinical portion of their education are eligible for a travel/living expense stipend. Click HERE to view list of stipend amounts and HERE for details on the stipend program.",Internship,Full-time,Education and Training,Veterinary Services,https://ca.linkedin.com/jobs/view/veterinary-extern-general-practice-at-nva-canada-3158106352?refId=CXJCtU68tS5%2BtVshXkzIqg%3D%3D&trackingId=tBX5At4ja%2FCRDoLpdUYglA%3D%3D&position=4&pageNum=2&trk=public_jobs_jserp-result_search-card
Intern Associate Engineer - AI,"Huawei Technologies Canada Co., Ltd.","Edmonton, Alberta, Canada",2023-07-24,"Our team has an immediate internship opening for an Associate Engineer.

Responsibilities:

Carry out algorithm and theoretical research on artificial intelligence

Job requirements",Internship,Internship,Engineering and Information Technology,Telecommunications,https://ca.linkedin.com/jobs/view/intern-associate-engineer-ai-at-huawei-technologies-canada-co-ltd-3674208012?refId=CXJCtU68tS5%2BtVshXkzIqg%3D%3D&trackingId=YDFfyJj45%2B2%2FJNf2oRF9tA%3D%3D&position=5&pageNum=2&trk=public_jobs_jserp-result_search-card
Software Developer Student,PCL Construction,"Nisku, Alberta, Canada",2023-09-01,"The future you want is within reach.

At PCL, we build the places where life happens and find camaraderie in the process. We’re a community of builders committed to building better communities. That’s why we’re always looking ahead, and not just to the next project or what’s next in our industry.

We’re also looking at what’s next for you and how we can help you build a career you’re proud of. As a student at PCL, you will get the opportunity for challenging work assignments in a supportive work environment which promotes personal and professional growth.

We are seeking a for our Latium Technology office in that is available for . This position will be under the direct supervisor of the Director, Product Development.

Here's how a for our Latium Technologies office contributes to our team:







You are experienced with, or willing to learn:


An asset if you have experience with…





PCL is an innovative, employee-owned company comprised of people who find passion in their profession and take pride in doing great work every day. Our work powers the infrastructure and utilities that are essential to daily life and our projects are the scene of vacations, careers, education and healing. We are consistently ranked among the best companies to work for because we are committed to supporting and developing our teams.

The PCL Companies celebrate diversity and are proud to be an equal opportunity employer. We are committed to creating equitable opportunities and an inclusive environment for all employees and applicants. We make all employment-related decisions without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, age, disability or veteran status.

Should you require an accommodation during the application process, please contact us at careers@pcl.com with the position and location you are interested in.

Together, we can build success and a better future. Let’s get started!

Internship Full-Time

PCL Constructors Inc.

Nisku, AB

Software Developer Student

: 4276",Internship,Internship,Engineering and Information Technology,Construction,https://ca.linkedin.com/jobs/view/software-developer-student-at-pcl-construction-3699419933?refId=CXJCtU68tS5%2BtVshXkzIqg%3D%3D&trackingId=B4myv5H5gsUc2lrJEZLHUQ%3D%3D&position=6&pageNum=2&trk=public_jobs_jserp-result_search-card
"Co-Op/Intern Cloud Engineer, Observability",Kinaxis,"Calgary, Alberta, Canada",2023-09-01,"At Kinaxis, who we are is grounded in our common belief that people matter. Each one of us plays an important part in accomplishing our work, building our culture and making a global impact.

Every day, we’re empowered to work together to help our customers make fast, confident planning decisions. This is how we create a better planet – for each other, for our customers and for generations to come. Our cloud-based platform RapidResponse ensures that the products we need – everything from medicine and cars, to day-to-day items like toothpaste – make it to market and into our hands when we need them with minimal ecological footprint.

We make the world better, and you can too.


our office in Ottawa, Canada or Remote, Canada


4 or 8 months starting January 2024


As a member of our Cloud Platform Analytics and Observability team, you will be responsible for analyzing and interpreting data from cloud-based systems and databases and presenting insights to key stakeholders. You will also be responsible for developing automation to mature our observability strategy. You will gain valuable experience working with a range of cloud-native tools and platforms and will have the opportunity to work on real-world projects.









For more information, visit the Kinaxis web site at www.kinaxis.com or the company’s blog at http://blog.kinaxis.com/ .

Kinaxis strongly encourages diverse candidates to apply to our welcoming community. We strive to make our website and application process accessible to any and all users. If you would like to contact us regarding the accessibility of our website or need assistance completing the application process, please contact us at recruitmentprograms@kinaxis.com . This contact information is for accessibility requests only and cannot be used to inquire about the status of applications.",Internship,Full-time,Engineering and Information Technology,Software Development,https://ca.linkedin.com/jobs/view/co-op-intern-cloud-engineer-observability-at-kinaxis-3710306202?refId=CXJCtU68tS5%2BtVshXkzIqg%3D%3D&trackingId=WSrCDO%2BD2RBgRwsJ1MSwpg%3D%3D&position=7&pageNum=2&trk=public_jobs_jserp-result_search-card
Data Analytics Officer,University of Alberta,"Edmonton, Alberta, Canada",2023-08-23,,,,,,https://ca.linkedin.com/jobs/view/data-analytics-officer-at-university-of-alberta-3693595960?refId=CXJCtU68tS5%2BtVshXkzIqg%3D%3D&trackingId=t0NjQ3PHrji98SQzdlDhzQ%3D%3D&position=8&pageNum=2&trk=public_jobs_jserp-result_search-card
Intermediate Graphic Designer,Exhibit Studio Ltd,"Calgary, Alberta, Canada",2023-08-31,"Are you a collaborative graphic designer with 1 - 3 years of experience? Do your strengths include layout design, excellent communication, and concept development?

We're looking for an experienced individual to provide creative visual solutions across multiple client industries: museum/interpretive centres, retail, non-profit, corporate and more.

Our company offers full in-house design, fabrication and installation services; we are looking for someone who is creative, energetic, hands-on and enthusiastic about working within a collaborative work environment. You will work closely with our design and fabrication teams, communicating your ideas to deliver innovative and functional design ideas for branded experiences and environments. We want someone who pays strong attention to details, is passionate about design, and adapts to our different clients' needs and customers.


Exhibit Studio is one of the top environment and exhibit fabricators in Western Canada. Clients are drawn to us because of our ability to create amazing, original solutions for unique projects-exhibits and environmental experiences that are guaranteed to draw a crowd. We want people who see every project as a creative challenge to exceed our clients' expectations.











We look forward to hearing from you!",Not Applicable,Full-time,"Design, Art/Creative, and Information Technology",Advertising Services,https://ca.linkedin.com/jobs/view/intermediate-graphic-designer-at-exhibit-studio-ltd-3708537048?refId=CXJCtU68tS5%2BtVshXkzIqg%3D%3D&trackingId=ksHFH6%2BUc36FvQ2G6rv%2FRg%3D%3D&position=9&pageNum=2&trk=public_jobs_jserp-result_search-card
"Co-op, Business Technology Operations (IT Services)",Alberta Investment Management Corporation (AIMCo),"Edmonton, Alberta, Canada",2023-08-29,"Opportunity
AIMCo's Information Technology team is seeking a Co-op Student to assist with projects designed to improve processes at AIMCo while challenging the student's analytical, organizational and communication skills.
Responsibilities",Mid-Senior level,Full-time,"Finance, Strategy/Planning, and Information Technology",Financial Services and Investment Management,https://ca.linkedin.com/jobs/view/co-op-business-technology-operations-it-services-at-alberta-investment-management-corporation-aimco-3700055462?refId=CXJCtU68tS5%2BtVshXkzIqg%3D%3D&trackingId=fc6K0Iv6I1UhIsUV%2BaQASA%3D%3D&position=10&pageNum=2&trk=public_jobs_jserp-result_search-card
Crop Protection Development Assistant,Syngenta,"Red Deer, Alberta, Canada",2023-08-23,,,,,,https://ca.linkedin.com/jobs/view/crop-protection-development-assistant-at-syngenta-3699006429?refId=CXJCtU68tS5%2BtVshXkzIqg%3D%3D&trackingId=QICU7qW8KRx3z%2FVz6WvybQ%3D%3D&position=11&pageNum=2&trk=public_jobs_jserp-result_search-card
Crop Protection Development Assistant,Syngenta,"Calgary, Alberta, Canada",2023-08-23,"Company Description

As a world market leader in crop protection, we help farmers to counter these threats and ensure enough safe, nutritious, affordable food for all – while minimizing the use of land and other agricultural inputs. Syngenta Crop Protection keeps plants safe from planting to harvesting. From the moment a seed is planted through to harvest, crops need to be protected from weeds, insects and diseases as well as droughts and floods, heat and cold. Syngenta Crop Protection is headquartered in Switzerland.



To support Syngenta , the team is currently seeking in . As a Crop Protection Development Assistant, you will work alongside our research team to conduct a small-plot research program with focus on crops like wheat, barley, canola, and pulse crops in Western Canada.





May 2024 – August 2024









Syngenta is an Equal Opportunity Employer and does not discriminate in recruitment, hiring, training, promotion or any other employment practices for reasons of race, color, religion, gender, national origin, age, sexual orientation, gender identity, marital or veteran status, disability, or any other legally protected status.


If you need assistance during the application process, please contact the Service Desk at recruitment.na@syngenta.com

Syngenta Canada welcomes applications from all qualified candidates and is able to accommodate persons with disabilities. For more information about accommodation during any stage of the recruitment process or if you would like more information on our accommodation policies, please contact recruitment.na@syngenta.com",Mid-Senior level,Full-time,Research,Chemical Manufacturing,https://ca.linkedin.com/jobs/view/crop-protection-development-assistant-at-syngenta-3698389786?refId=CXJCtU68tS5%2BtVshXkzIqg%3D%3D&trackingId=CLo8W%2B9ynH3y%2BxXLGNpoNg%3D%3D&position=12&pageNum=2&trk=public_jobs_jserp-result_search-card
Social Media Data Analyst (Remote),Staffinggroup,"Edmonton, Alberta, Canada",2023-08-16,"Putting people first, every day

BDO is a firm built on a foundation of positive relationships with our people and our clients. Each day, our professionals provide exceptional service, helping clients with advice and insight they can trust. In turn, we offer an award-winning environment that fosters a people-first culture with a high priority on your personal and professional growth.



Our office is looking for a to join the BDO Consulting Operations team and own the following responsibilities:








Our people-first approach to talent has earned us a spot among Canada’s Top 100 Employers for 2023. This recognition is a milestone we’re thrilled to add to our collection of awards for both experienced and student talent experiences.

Our firm is committed to providing an environment where you can be successful in the following ways:


Where company meets community. BDO is actively involved in our communities by supporting local charity initiatives. We support staff with local and national events where you will be given the opportunity to contribute to your community.

We pay for performance with competitive total cash compensation that recognizes and rewards your contribution. We provide flexible benefits from day one, and a market leading personal time off policy. We are committed to supporting your overall wellness beyond working hours and provide reimbursement for wellness initiatives that fit your lifestyle.

We believe every employee should have the opportunity to participate and succeed. Through leadership by our Chief Inclusion and Diversity Officer, we are committed to a workplace culture of respect, inclusion, and diversity. We recognize and celebrate the valuable differences among each of us, including race, religious beliefs, physical or mental disabilities, age, place of origin, marital status, family status, gender or gender identity and sexual orientation. If you require accommodation to complete the application process, please contact us.

All BDO personnel are expected to spend some of their time working in the office, at the client site, and virtually unless accommodations or alternative work arrangements are in place.

Our model is a blended approach designed to support the flexible needs of our people, the firm and our clients. It’s about creating work experiences that meet everyone’s needs and providing flexibility to adjust when, where and how we work to meet the expectations of our role.

Click “Apply now” to send your up-to-date resume to one of our Talent Acquisition Specialists.

careers page.

LI-MS1",Entry level,Full-time,Sales and Business Development,Financial Services,https://ca.linkedin.com/jobs/view/cloud-sales-operations-specialist-recent-grads-welcomed-at-bdo-canada-3690983813?refId=CXJCtU68tS5%2BtVshXkzIqg%3D%3D&trackingId=y6WkrnTKCywZLLD43aNxJQ%3D%3D&position=14&pageNum=2&trk=public_jobs_jserp-result_search-card
Cloud Sales Operations Specialist - Recent Grads Welcomed,BDO Canada,"Edmonton, Alberta, Canada",2023-08-18,,,,,,https://ca.linkedin.com/jobs/view/junior-exhibit-industrial-designer-at-exhibit-studio-ltd-3708535206?refId=CXJCtU68tS5%2BtVshXkzIqg%3D%3D&trackingId=lkTzI4B9jQ%2F%2B35AuYk%2FJdw%3D%3D&position=15&pageNum=2&trk=public_jobs_jserp-result_search-card
Junior Exhibit/Industrial Designer,Exhibit Studio Ltd,"Calgary, Alberta, Canada",2023-08-31,"Concordia University of Edmonton is a community of learners engaged in a process of continuous and mutually

supportive learning that recognizes the importance of academic knowledge, information literacy, understanding

Indigenous peoples, international awareness, and wellness. Concordia’s Faculty of Science is seeking candidates for

the position of Laboratory Instructor/Field Placement Coordinator (or Environmental Health Program Coordinator). This full-time

permanent position is available to begin in August.

Concordia University of Edmonton is situated on the banks of the North Saskatchewan River in Edmonton’s historic

Highlands neighborhood. Supporting a student body of approximately 3000, Concordia is known for its small class

sizes and its excellence in teaching. Our small classes, and diverse student population, provide an excellent

opportunity for engaging with students in a sustained and nurturing way unique within the Canadian University

system. Concordia is also an institution that values research in the sciences, social sciences, humanities and

management.

The Department of Public Health offers an after-degree program in Environmental Health, a Graduate Diploma in

Environmental Health Practice and a series of graduate Certificates in Public Health (online delivery). The Bachelor of

Environmental Health (after-degree), is an intensive 15-month program designed to prepare students for public and

private sector careers as environmental public health professionals such as public health inspectors. The program

incorporates classroom instruction, field experiences, mentoring opportunities, and a 12-week field experience or an

applied research project completed in association with organizations from the public or private sector.

The successful candidate will bring both informed professional practice, and academic scholarship to the programs


and will have the following:

 Teaches environmental public health lecture and laboratory sessions

 Prepares environmental health instructional and testing material

 Provide constructive feedback to students and maintaining regular office hours.

 Takes an empathetic approach to the instructional needs and concerns of students.

 Demonstrated ability to work collegially as a team member in an interdisciplinary, collaborative

environment.

 Develops and maintains relationships with organizations that may provide field placements/ WIL or

internships.

 Maintains and updates program related tracking files e.g. internship lists

 Assists in the development and dissemination of program materials e.g. promotional materials

 Assists with general program scheduling

 Participates in meetings and discussions on priorities for budget, personnel, equipment, supplies and

resources

 .Assists with other duties as assigned by the Director.


 A Bachelor degree in Environmental Health

 Completion of Certificate in Public Health Inspection (Canada). Active Member in Good Standing with the

Canadian Institute of Public Health Inspectors (CIPHI).

 Minimum 3 years of field experience as a Public Health Inspector

 Teaching experience at University/College level

 Excellent communication and organizational skills

 Demonstrated ability to work collegially as a team member with a variety of teams and stakeholder groups.

 Proficiency with Google Email and Apps, Word, Excel, PowerPoint, and familiarity with educational

technologies (e.g. Learning Management Systems, such as Moodle), with an aptitude to learn other software

as required.

 Driver’s License

 Satisfactory Criminal Records Check results",Entry level,Internship,Management and Manufacturing,Higher Education,https://ca.linkedin.com/jobs/view/environmental-health-coordinator-at-concordia-university-of-edmonton-3685736398?refId=CXJCtU68tS5%2BtVshXkzIqg%3D%3D&trackingId=%2BkgMcmyQpGVynIaseblvqQ%3D%3D&position=16&pageNum=2&trk=public_jobs_jserp-result_search-card
